"","mRNA_wt_rep1","mRNA_wt_rep2","mRNA_mt_rep1","mRNA_mt_rep2","Ribo_wt_rep1","Ribo_wt_rep2","Ribo_mt_rep1","Ribo_mt_rep2","gene_length"
"YNL067W-A",17,9,13,10,10,19,4,7,87
"YNL067W",8914,6031,8345,5633,34711,29268,18055,15838,516
"YNL066W",2835,1802,2042,1514,5394,4809,2380,2106,1203
"YNL065W",511,416,310,168,257,325,95,78,1701
"YNL063W",503,342,158,154,591,555,104,88,885
"YNL061W",1199,829,720,495,2579,2356,868,497,1797
"YNL057W",23,12,27,16,3,2,12,6,273
"YNL056W",320,200,230,169,783,666,374,453,534
"YNL054W",1321,848,422,350,2093,2108,357,305,3438
"YNL053W",502,347,295,292,847,778,338,402,1410
"YNL052W",1029,644,921,557,4550,3710,2330,1921,402
"YNL051W",526,339,372,275,693,736,342,338,1152
"YNL048W",710,593,410,270,1019,1003,294,252,1587
"YNL046W",250,150,172,219,293,339,302,344,459
"YNL045W",1879,1347,1090,1122,4256,4404,1656,1912,1956
"YNL044W",1387,905,616,312,3759,3006,722,617,550
"YNL042W",395,277,263,288,672,688,401,581,1131
"YNL040W",1030,689,643,446,1383,1266,563,609,1311
"YNL039W",631,546,353,349,1596,1516,455,476,1725
"YNL038W",291,203,219,120,251,245,133,154,704
"YNL036W",664,511,801,701,2345,3118,1646,2262,606
"YNL033W",21,14,5,7,43,34,19,10,795
"YNL032W",400,325,374,270,656,641,361,401,786
"YNL030W",2885,1929,2649,2105,6927,5487,3760,4132,252
"YNL027W",868,610,620,584,2213,2328,814,933,1977
"YNL026W",839,598,441,316,1317,1372,343,384,1395
"YNL021W",912,681,486,417,1413,1263,311,260,2061
"YNL016W",2979,1863,1426,1283,13789,11976,3393,3046,1302
"YNL015W",2958,2082,1202,905,18640,20275,4787,4857,168
"YNL014W",261,237,218,287,347,321,199,223,3075
"YNL012W",181,144,172,107,203,296,98,125,1920
"YNL010W",2185,1399,868,533,5729,5455,1315,1111,666
"YNL009W",203,155,148,126,137,174,97,99,1203
"YNL006W",838,601,308,264,1121,1150,338,293,852
"YNL004W",698,524,473,451,2676,2388,931,849,1647
"YNL001W",667,507,446,310,1459,1555,575,532,1101
"YNR001W-A",2,1,3,5,3,0,8,5,159
"YNR004W",114,96,121,98,191,162,125,106,381
"YNR006W",783,570,473,575,3030,3122,1137,1448,1809
"YNR008W",935,719,416,323,2398,2056,471,469,1926
"YNR009W",233,119,76,31,648,524,137,82,690
"YNR010W",253,206,173,140,942,921,478,574,390
"YNR012W",594,339,376,266,639,582,239,224,1446
"YNR014W",192,131,158,198,758,838,596,855,579
"YNR015W",358,283,197,158,1115,908,463,378,1095
"YNR017W",1032,788,501,400,3807,3589,1075,1029,609
"YNR018W",821,503,494,383,2899,2638,1374,1238,615
"YNR019W",1890,1401,484,387,6126,6262,566,575,1869
"YNR021W",1746,1201,1036,814,4036,3578,1203,985,1155
"YNR023W",507,362,319,271,940,979,315,352,1641
"YNR024W",122,109,133,103,625,545,340,364,501
"YNR027W",416,275,203,184,585,538,257,235,894
"YNR028W",519,351,317,271,1107,1012,438,505,867
"YNR030W",1996,1202,799,529,3722,3639,734,695,1596
"YNR032W",475,327,268,243,682,580,280,241,1047
"YNR033W",1165,915,356,392,2118,2120,301,292,2304
"YNR034W",507,455,211,265,2659,2868,577,877,906
"YNR034W-A",674,822,623,717,5327,7811,2732,4305,237
"YNR038W",852,501,465,310,1426,1227,443,388,1830
"YNR040W",361,259,157,159,971,910,258,230,711
"YNR043W",2185,1357,950,700,7874,7647,2070,1653,1131
"YNR044W",903,437,887,667,1909,1292,1118,754,2118
"YNR045W",287,212,140,142,361,397,110,102,1410
"YNR046W",343,224,201,180,2423,2144,1142,1132,348
"YNR047W",1287,905,762,672,1978,1958,538,678,2622
"YNR048W",387,238,125,118,496,465,134,114,1122
"YNR058W",241,178,252,199,67,59,122,128,1383
"YNR059W",288,186,147,170,213,184,118,117,1683
"YNR060W",250,136,120,181,187,166,91,94,2100
"YNR063W",413,278,181,123,273,297,83,76,1764
"YNR070W",124,87,119,90,55,46,47,75,3942
"YNR072W",8,9,11,6,3,1,0,0,1635
"YNR075W",347,191,102,80,346,290,58,82,1065
"YOL159C-A",744,568,323,366,726,713,320,432,213
"YOL159C",177,136,159,108,375,351,155,202,456
"YOL158C",3029,2196,2387,1988,3391,3046,1319,1206,1761
"YOL157C",238,152,134,94,440,450,132,154,1710
"YOL155C",537,351,1161,1074,2452,2270,3418,2378,2844
"YOL150C",93,51,47,27,34,13,28,18,252
"YOL148C",630,513,296,277,970,1031,374,300,1755
"YOL147C",406,225,177,116,1621,1418,497,502,651
"YOL145C",2401,1910,1205,892,3485,3440,628,590,3174
"YOL143C",1244,948,503,355,7273,6645,2003,1614,450
"YOL139C",2749,1834,1714,1044,9902,8352,3167,2408,582
"YOL138C",890,659,523,500,721,763,225,238,3966
"YOL136C",1624,1079,874,478,1685,1753,494,438,1134
"YOL135C",186,150,109,119,964,944,459,445,609
"YOL128C",435,293,302,151,332,317,193,150,1068
"YOL126C",765,575,581,563,1979,2157,993,1412,1074
"YOL124C",415,234,233,94,730,562,231,134,1242
"YOL122C",1336,934,708,554,2394,2213,524,547,1668
"YOL121C",5034,3429,4242,3074,35916,28372,18232,15376,765
"YOL120C",11975,7245,9067,6886,38085,32693,23860,21002,948
"YOL119C",618,477,810,653,1009,986,658,676,1446
"YOL114C",46,45,26,56,148,129,107,150,549
"YOL111C",462,222,210,282,3170,2924,1381,1765,579
"YOL108C",173,174,153,193,713,691,371,422,396
"YOL105C",568,483,385,381,151,135,205,262,1611
"YOL102C",306,217,143,80,844,720,195,188,633
"YOL101C",84,61,38,16,120,107,22,25,879
"YOL097C",1628,933,955,715,4402,3707,1251,1090,1239
"YOL096C",355,303,245,215,1039,1165,412,521,879
"YOL095C",417,264,183,139,210,198,83,79,2061
"YOL094C",492,343,231,223,1731,1512,546,611,912
"YOL089C",1119,686,595,394,975,922,180,166,3033
"YOL088C",1015,768,384,327,2581,2586,586,560,774
"YOL087C",1181,920,750,871,980,1024,319,310,3291
"YOL086C",62295,45978,9429,7188,327954,291649,26026,20921,987
"YOL085C",98,65,91,136,45,62,280,528,282
"YOL080C",197,164,105,84,448,483,156,95,810
"YOL077C",1071,752,805,470,2660,2140,1087,791,816
"YOL075C",988,635,450,325,538,533,113,78,3825
"YOL073C",266,197,241,235,732,651,380,471,909
"YOL070C",628,416,349,324,3067,2725,834,767,1446
"YOL068C",1041,658,539,441,285,255,179,159,1452
"YOL067C",220,143,107,100,889,809,284,370,474
"YOL066C",612,474,309,313,717,757,209,211,1716
"YOL065C",246,213,251,210,690,709,332,416,1095
"YOL064C",722,441,237,173,2509,2188,446,380,1014
"YOL063C",1125,738,618,482,526,551,229,228,2814
"YOL062C",909,672,562,457,925,817,347,329,1416
"YOL060C",1195,779,568,603,1618,1481,415,473,2061
"YOL055C",835,611,312,283,1738,1883,355,324,1596
"YOL052C-A",2999,2248,4439,3966,13797,15509,15359,26126,126
"YOL052C",797,476,294,270,2317,1915,517,461,1131
"YOL048C",496,437,557,548,658,826,494,980,1047
"YOL043C",201,169,170,149,195,219,127,141,1083
"YOL041C",843,659,624,473,3294,2986,1003,743,1320
"YOL040C",8400,5480,5574,4475,55967,45144,28525,23754,369
"YOL038C-A",108,82,37,46,117,79,71,78,36
"YOL037C",1,0,0,0,0,4,1,0,294
"YOL031C",1740,1143,241,141,5193,5394,254,282,1206
"YOL029C",213,151,144,121,1,2,0,0,546
"YOL028C",323,228,177,157,802,751,490,427,678
"YOL027C",1506,1141,509,566,4390,4087,939,917,1662
"YOL026C",212,220,155,131,1146,992,549,558,282
"YOL022C",544,379,301,240,1181,987,326,263,1167
"YOL021C",1469,976,785,614,3326,2939,1203,877,2946
"YOL018C",405,336,317,257,1319,1232,515,525,1134
"YOL016C",935,692,574,693,2138,2275,644,865,1284
"YOL013C",913,680,356,350,1128,1102,270,324,1596
"YOL012C",486,315,214,163,1909,1483,484,430,345
"YOL009C",224,152,183,128,330,339,175,162,756
"YOL007C",1095,667,262,155,2764,2414,494,308,966
"YOL006C",1458,1236,800,719,3360,3108,802,677,2250
"YOL005C",365,243,206,180,2929,2585,1220,1177,303
"YOL003C",501,294,244,142,592,500,191,171,1077
"YOL002C",431,303,380,236,669,577,234,254,894
"YOR005C",420,340,288,273,356,378,197,202,2775
"YOR006C",437,274,332,271,1316,1238,637,532,882
"YOR007C",6201,4835,1163,910,28012,25402,2984,2367,981
"YOR008C",1216,889,797,766,3999,3873,1544,1721,1077
"YOR008C-A",0,0,1,1,0,0,0,1,165
"YOR010C",67,48,78,58,29,24,2,7,696
"YOR016C",517,263,380,227,1168,1063,448,503,564
"YOR020C",7707,6049,915,634,41361,36641,2121,1932,261
"YOR021C",571,419,338,240,1710,1570,493,463,582
"YOR022C",416,299,264,235,575,640,230,312,2088
"YOR023C",807,532,363,432,1369,1365,486,466,1641
"YOR028C",345,299,610,830,1323,1404,1209,2570,828
"YOR032C",157,138,219,229,260,305,241,274,1245
"YOR033C",872,605,372,294,499,454,178,170,2049
"YOR034C",928,571,592,432,359,278,122,121,2190
"YOR035C",1010,675,583,531,1073,1144,484,540,2310
"YOR038C",938,610,446,360,1068,1064,299,317,2568
"YOR041C",20029,13512,26286,16781,129,145,165,196,372
"YOR046C",1760,1307,983,687,5872,5276,1685,1417,1389
"YOR047C",686,434,473,451,810,858,528,683,1275
"YOR048C",1208,918,580,354,1686,1481,435,301,2961
"YOR049C",12,3,4,4,3,7,2,10,1005
"YOR050C",9,8,5,4,0,0,0,0,288
"YOR051C",826,555,869,625,1904,1738,1077,1003,1179
"YOR052C",2558,2089,1184,1366,12795,14129,2443,4085,393
"YOR054C",651,609,392,387,1770,1886,528,612,1965
"YOR056C",519,395,417,326,1439,1164,554,460,1320
"YOR058C",678,499,482,298,549,476,159,106,2598
"YOR059C",563,390,309,293,274,349,41,51,1293
"YOR060C",246,208,194,184,163,219,135,165,714
"YOR062C",255,234,295,235,493,574,281,309,747
"YOR064C",187,150,186,184,224,187,158,193,600
"YOR067C",1336,843,707,358,1596,1470,441,339,1674
"YOR068C",0,0,0,1,0,0,1,0,285
"YOR070C",692,472,397,414,1013,987,455,545,1854
"YOR071C",604,358,318,276,698,654,236,171,1737
"YOR074C",328,197,101,74,1011,845,164,149,855
"YOR076C",790,541,509,406,975,1023,240,307,2184
"YOR079C",435,313,279,172,591,561,270,292,882
"YOR081C",948,573,444,428,1080,1154,473,543,2190
"YOR086C",4225,3013,1874,1746,5217,5030,1117,1148,3501
"YOR089C",623,574,580,486,2543,2559,1169,1178,573
"YOR090C",850,679,543,505,1247,1266,535,576,1659
"YOR093C",1770,1120,1203,794,904,925,392,313,4887
"YOR095C",696,466,397,255,1223,886,432,386,717
"YOR097C",240,174,140,122,423,418,208,234,468
"YOR098C",1527,1132,774,630,2929,2458,634,486,3171
"YOR100C",92,75,105,167,61,104,77,147,924
"YOR103C",685,492,368,157,2029,2055,490,512,333
"YOR108C-A",3,2,5,1,0,6,2,2,150
"YOR115C",500,377,226,207,815,770,189,152,747
"YOR116C",2833,1849,1332,900,2404,2095,791,566,4323
"YOR119C",646,387,510,395,398,298,140,90,1395
"YOR121C",471,365,368,171,4,15,3,7,246
"YOR122C",3353,2192,1969,1283,15133,13269,4252,3916,530
"YOR123C",660,570,346,360,2409,2324,700,661,1335
"YOR124C",2972,2191,1768,1557,4600,4638,972,966,3759
"YOR125C",476,374,243,237,1341,1354,513,605,642
"YOR126C",378,231,182,131,891,770,292,308,657
"YOR128C",2038,1671,1434,1377,5652,5946,2241,2108,1656
"YOR129C",495,325,299,179,132,158,82,61,2622
"YOR130C",325,268,148,158,425,447,101,98,819
"YOR131C",415,301,243,275,1735,1829,864,1121,597
"YOR137C",514,388,483,364,182,184,62,69,1809
"YOR138C",744,512,449,500,1606,1400,484,566,1956
"YOR141C",1065,756,499,422,2074,1951,465,433,2586
"YOR143C",383,252,279,173,606,639,314,349,900
"YOR144C",593,310,232,146,432,489,117,83,2316
"YOR145C",879,664,572,391,2940,2396,1345,1017,765
"YOR148C",229,146,140,115,416,443,223,245,498
"YOR149C",542,314,329,227,382,306,129,139,1491
"YOR151C",5625,3904,2395,1757,5208,4794,878,625,3615
"YOR152C",596,422,519,376,1097,1087,671,897,711
"YOR155C",604,452,349,329,1156,1194,404,519,1293
"YOR156C",530,400,215,166,953,887,221,243,2121
"YOR157C",1476,1043,565,489,7332,6854,1940,1836,726
"YOR159C",186,186,178,143,818,767,385,443,225
"YOR161C",2478,1863,1850,2031,4601,4459,2250,3297,1560
"YOR161C-C",13,8,27,8,8,12,15,15,87
"YOR162C",494,356,286,279,394,352,150,155,2373
"YOR164C",1048,715,718,392,2176,2160,986,863,879
"YOR166C",527,360,320,183,352,462,186,176,1317
"YOR167C",3955,2650,2843,1697,14761,12927,7844,7517,144
"YOR171C",1045,745,644,557,2128,2070,728,622,1815
"YOR175C",1232,773,606,497,1572,1373,400,359,1800
"YOR177C",217,149,158,178,346,337,202,245,1335
"YOR178C",312,177,198,249,239,272,87,154,2322
"YOR179C",197,205,176,170,446,472,255,266,507
"YOR180C",242,189,186,141,121,139,219,246,756
"YOR182C",2990,2425,3169,2238,18593,17590,10075,9477,543
"YOR185C",1979,1292,970,937,8995,9621,3748,3840,603
"YOR186C-A",4,3,4,2,0,0,0,0,150
"YOR192C",260,203,194,162,206,166,135,162,1740
"YOR194C",394,379,315,334,1709,1736,759,824,801
"YOR196C",624,411,341,264,1209,1024,340,269,1185
"YOR198C",5342,3937,1322,900,30312,28532,2439,2025,1353
"YOR201C",536,403,304,322,721,713,314,219,1179
"YOR205C",608,438,378,335,411,409,231,200,1611
"YOR207C",2255,1449,1402,1058,1976,1808,787,674,3390
"YOR209C",1918,1412,1034,834,3912,3757,1450,1409,1230
"YOR211C",1261,957,659,577,1977,1896,385,369,2586
"YOR213C",438,306,241,114,427,339,142,122,687
"YOR215C",576,468,473,454,3533,3932,1317,1717,498
"YOR216C",448,432,272,233,1233,1298,370,335,1395
"YOR218C",149,102,75,40,0,2,1,4,360
"YOR219C",1249,816,691,568,898,854,189,164,2736
"YOR221C",456,307,395,376,1025,996,735,914,1023
"YOR224C",875,507,439,339,2992,2928,1399,1080,381
"YOR226C",332,272,256,218,1759,1714,818,982,411
"YOR228C",298,196,196,193,397,406,285,400,849
"YOR234C",3783,2395,2801,1781,20316,16557,8513,7699,791
"YOR242C",141,103,124,76,8,7,2,1,1056
"YOR243C",1216,784,761,470,1945,1731,606,449,1971
"YOR245C",623,479,576,426,825,794,431,560,1197
"YOR246C",730,420,523,428,898,764,459,410,933
"YOR249C",507,451,485,327,351,390,181,196,1998
"YOR250C",538,383,252,272,1340,1219,481,570,1278
"YOR251C",424,315,283,213,2096,1742,615,605,855
"YOR254C",3933,2462,1428,888,6332,5625,880,719,1932
"YOR256C",1055,722,478,410,1070,1073,275,247,2370
"YOR259C",2282,2047,884,818,9240,9258,1669,1699,1254
"YOR261C",2628,2253,1119,867,7496,7998,1650,1780,957
"YOR267C",1824,1403,736,930,4350,4888,848,1080,2220
"YOR270C",8215,5543,6421,4129,7784,7339,3792,3293,2463
"YOR271C",763,461,225,198,2971,2494,697,489,924
"YOR273C",1214,940,865,1242,2265,2078,904,1577,1920
"YOR275C",878,584,609,508,778,772,306,445,1926
"YOR279C",268,197,193,165,441,486,161,225,873
"YOR280C",378,286,211,153,1659,1494,609,547,741
"YOR281C",460,433,368,281,1737,1667,642,549,801
"YOR287C",164,119,162,107,873,847,356,314,843
"YOR288C",1629,1167,323,285,4811,4916,432,468,897
"YOR290C",2101,1422,1124,1068,2269,2303,654,495,5052
"YOR292C",459,303,283,278,726,662,336,453,870
"YOR293C-A",3,1,1,0,1,0,0,1,90
"YOR297C",445,294,252,159,1007,970,357,441,519
"YOR298C-A",5669,4438,1619,1780,26925,24807,3356,4793,396
"YOR304C-A",230,172,240,135,252,201,205,246,171
"YOR306C",257,183,187,156,17,19,4,10,1506
"YOR307C",1174,712,851,579,912,828,523,507,1302
"YOR308C",415,310,224,249,906,934,268,261,1704
"YOR309C",661,468,415,218,580,634,173,73,321
"YOR311C",802,532,436,319,1422,1354,519,531,813
"YOR312C",9262,5419,7526,4945,44725,38751,22643,20001,885
"YOR313C",57,42,23,11,18,13,21,14,957
"YOR316C",1284,864,1013,886,2443,2470,1020,1231,1260
"YOR318C",19,16,18,15,9,6,4,4,593
"YOR320C",1097,709,576,290,1273,1175,366,384,1416
"YOR322C",1003,700,539,469,820,869,235,162,2397
"YOR323C",1472,1057,629,560,7054,5969,1765,1600,1311
"YOR324C",647,371,296,241,751,623,215,176,1749
"YOR327C",625,608,768,606,3964,3766,2414,2699,288
"YOR329C",1034,697,558,617,1999,1927,536,513,2559
"YOR333C",1,0,2,4,1,2,3,1,357
"YOR335C",4575,3028,2282,1416,11423,8893,2335,1579,2817
"YOR339C",20,21,12,16,44,67,8,6,411
"YOR340C",729,512,496,327,1970,1741,874,665,921
"YOR342C",1052,734,689,447,865,987,477,373,900
"YOR343C",47,44,55,49,26,28,44,34,267
"YOR344C",1279,1027,567,439,4244,4509,422,454,816
"YOR347C",1381,1072,452,543,3893,4074,706,956,1461
"YOR348C",517,317,805,751,1261,1197,813,827,1824
"YOR350C",673,434,404,268,483,507,206,217,1932
"YOR353C",663,452,530,539,692,685,387,364,2316
"YOR354C",1674,1125,783,512,1505,1650,242,230,2019
"YOR357C",613,469,426,353,2293,2381,1226,1308,429
"YOR360C",1453,961,1413,840,1302,1297,919,970,1521
"YOR361C",5392,3409,2864,1990,13832,11623,2933,2045,2232
"YOR362C",1904,1554,830,657,7283,7446,1405,1443,807
"YOR363C",605,412,312,316,363,324,200,174,2931
"YOR365C",14,10,12,4,23,27,23,12,2052
"YOR369C",14903,9733,14486,9944,36489,27861,29052,25703,372
"YOR370C",2327,1604,1395,1245,2321,2259,1219,1109,1752
"YOR371C",1025,645,413,344,653,685,212,180,2634
"YOR372C",813,505,453,353,1185,1145,337,285,1605
"YOR375C",3202,2521,430,342,11443,10776,501,371,1305
"YOR379C",40,33,11,20,62,52,68,96,279
"YOR383C",1360,966,810,837,6630,8518,3426,3610,555
"YOL164W",308,223,147,126,71,63,39,35,1881
"YOL154W",282,163,115,72,700,739,33,24,690
"YOL152W",285,199,101,110,488,471,102,122,1803
"YOL151W",564,540,346,407,2145,2264,899,1193,969
"YOL149W",345,200,205,130,1050,1075,350,290,636
"YOL146W",305,177,150,133,669,685,266,220,525
"YOL144W",334,233,207,139,617,612,330,282,1395
"YOL142W",471,292,288,215,1352,1216,533,460,663
"YOL141W",257,166,129,117,384,324,115,62,2028
"YOL140W",1091,705,625,429,2192,2050,527,397,1212
"YOL137W",693,504,547,293,1038,994,434,337,1434
"YOL133W",512,370,429,395,1347,1291,768,896,306
"YOL132W",44,26,16,30,93,109,33,46,1356
"YOL130W",1292,722,508,515,956,805,173,176,2520
"YOL129W",1078,830,928,497,3118,2946,1466,1516,495
"YOL127W",10606,6500,8260,5828,42768,35344,21485,19633,783
"YOL125W",308,221,189,142,490,423,176,158,1371
"YOL123W",2876,2277,1795,1451,10894,10384,3577,4302,1545
"YOL117W",663,479,405,382,646,705,177,252,1878
"YOL116W",536,382,272,296,599,611,203,226,1089
"YOL115W",783,581,497,402,1260,1215,442,361,1695
"YOL113W",582,417,400,437,431,473,193,271,1908
"YOL112W",386,280,210,197,219,180,92,121,1419
"YOL110W",201,127,156,171,325,331,233,270,654
"YOL109W",5903,4610,5556,3881,27816,25041,11740,12887,282
"YOL107W",549,402,343,196,1227,1064,345,382,969
"YOL103W",1090,697,626,424,565,543,189,163,1770
"YOL100W",1067,740,596,533,713,776,135,137,3186
"YOL097W-A",62,37,38,30,18,16,33,32,126
"YOL093W",362,267,226,210,1334,1241,582,468,822
"YOL092W",869,626,511,321,1846,1552,745,700,867
"YOL091W",135,92,98,84,33,61,21,36,1770
"YOL090W",1753,1228,647,490,3061,2841,461,421,2835
"YOL086W-A",198,170,179,110,803,747,357,419,213
"YOL085W-A",90,41,61,58,59,43,47,73,153
"YOL083W",399,320,216,191,598,734,199,212,1179
"YOL082W",1032,791,949,931,1860,1992,1150,1420,1188
"YOL081W",6074,3807,2822,2406,977,982,242,238,9180
"YOL078W",800,485,483,371,754,659,225,191,3471
"YOL077W-A",503,385,324,178,2625,2767,1050,1202,147
"YOL076W",1471,944,855,455,1620,1576,400,303,2331
"YOL072W",368,242,220,199,402,399,206,218,1308
"YOL071W",383,319,252,232,2434,2687,858,981,429
"YOL069W",465,300,302,262,398,369,212,255,1296
"YOL061W",1961,1227,1329,897,4423,3901,1353,1177,1431
"YOL059W",1977,1325,1638,1383,5266,5188,2197,2582,1263
"YOL058W",1049,825,369,188,3901,3691,611,421,1203
"YOL057W",2207,1495,614,562,3719,3711,727,678,2076
"YOL056W",361,266,178,146,759,794,211,221,852
"YOL054W",235,178,139,106,618,540,153,160,1161
"YOL053W",347,270,259,193,636,604,269,309,1128
"YOL051W",1720,1223,696,675,3655,3414,700,623,3186
"YOL049W",1510,1058,808,536,1891,1777,472,455,1416
"YOL045W",1405,965,689,615,1303,1294,347,349,3246
"YOL044W",362,254,216,125,676,669,227,249,1092
"YOL042W",491,331,352,191,528,556,243,246,1032
"YOL039W",6761,4511,5349,3014,36100,28629,19112,16586,261
"YOL038W",1644,1387,808,738,8653,8809,2079,1961,705
"YOL036W",1809,1343,1070,904,2509,2294,1093,1140,2226
"YOL034W",695,510,349,265,425,444,152,97,3222
"YOL033W",519,389,193,170,654,667,118,141,1551
"YOL032W",512,393,288,332,3214,3409,820,1365,681
"YOL030W",2593,1624,1051,973,7225,6680,1843,1679,1395
"YOL025W",564,397,345,278,569,560,274,253,1923
"YOL024W",14,6,8,10,6,8,1,0,459
"YOL023W",669,497,263,183,720,727,122,96,1971
"YOL020W",1566,1035,966,596,1086,943,438,341,1719
"YOL019W",1183,849,367,260,2631,2190,592,505,1596
"YOL017W",443,285,220,124,784,625,137,122,2085
"YOL015W",123,94,109,88,33,24,15,44,1701
"YOL014W",207,148,169,112,55,83,68,118,315
"YOL013W-B",6,8,9,8,17,19,7,14,231
"YOL013W-A",3033,2381,2439,2198,968,135,306,85,132
"YOL011W",2829,1736,1013,838,3736,3131,595,517,2001
"YOL010W",677,500,413,290,964,837,332,258,1044
"YOL008W",338,250,356,257,900,889,640,671,564
"YOL004W",3610,2477,1679,1534,5472,4687,1178,1011,4551
"YOL001W",390,285,362,241,423,380,311,376,822
"YOR001W",1033,684,620,494,1319,1211,523,469,2142
"YOR002W",2028,1322,975,610,2402,2173,567,496,1575
"YOR003W",324,247,287,226,455,505,217,316,1377
"YOR004W",364,256,189,149,901,687,402,313,705
"YOR009W",157,85,76,77,2,9,7,0,1404
"YOR011W",475,287,198,147,225,203,114,136,4125
"YOR013W",84,41,47,53,105,78,44,44,411
"YOR014W",1887,1332,975,967,3076,3200,1004,1173,2214
"YOR015W",227,209,187,111,13,4,2,2,300
"YOR017W",663,393,316,278,553,474,205,190,2343
"YOR018W",818,627,573,697,1393,1570,407,551,2454
"YOR019W",173,149,144,186,172,220,164,210,2133
"YOR020W-A",339,291,322,221,922,974,724,813,213
"YOR025W",635,418,284,213,790,686,373,281,1284
"YOR026W",326,203,142,115,293,276,138,142,966
"YOR027W",11360,9378,1113,1227,104637,104614,3621,4183,1710
"YOR029W",7,2,8,3,0,0,7,5,276
"YOR030W",537,434,418,329,234,267,161,128,1800
"YOR031W",183,126,162,217,379,361,181,312,150
"YOR032W-A",42,17,37,38,7,3,7,14,141
"YOR036W",338,278,365,362,1235,1313,681,826,807
"YOR037W",464,311,205,181,742,773,216,238,1041
"YOR039W",1142,881,876,592,2137,1978,1000,1113,717
"YOR040W",251,164,158,132,677,685,209,214,798
"YOR042W",1233,1068,535,622,6752,6517,1737,1866,1176
"YOR043W",1748,1185,1200,999,1433,1439,869,870,1401
"YOR044W",463,343,653,426,574,604,662,863,414
"YOR045W",458,386,223,115,2543,2174,773,747,126
"YOR053W",37,21,8,3,28,51,9,21,282
"YOR057W",715,564,389,348,2303,2372,812,837,1128
"YOR061W",1004,659,545,381,2408,2355,761,703,960
"YOR063W",28304,17822,19971,15576,114614,96907,53496,38192,1104
"YOR065W",2312,1592,1879,1518,6115,5337,3627,3942,870
"YOR066W",1081,672,596,505,1733,1548,480,428,1830
"YOR069W",987,688,456,459,3289,3297,638,681,1968
"YOR073W",360,240,196,108,233,242,115,80,1713
"YOR075W",466,389,333,268,925,969,417,549,981
"YOR077W",138,110,84,87,737,672,325,346,639
"YOR078W",352,308,269,180,1022,863,367,308,585
"YOR080W",573,363,538,360,260,289,318,271,2139
"YOR084W",368,207,105,97,186,127,28,28,1104
"YOR085W",1314,742,504,343,3306,2859,938,773,993
"YOR087W",1151,800,669,491,1301,1301,404,401,1968
"YOR091W",831,591,384,374,5458,4823,1843,1678,978
"YOR092W",685,456,281,245,995,921,252,299,1782
"YOR094W",221,245,189,154,1317,1120,588,641,492
"YOR096W",12523,7051,8562,5151,50054,38197,21892,17361,914
"YOR099W",2953,1919,881,560,5216,4654,820,739,1122
"YOR101W",472,352,250,167,929,873,256,261,870
"YOR102W",100,49,55,13,1,3,1,3,291
"YOR104W",235,197,221,164,614,545,412,464,789
"YOR106W",230,183,216,173,641,745,327,386,792
"YOR107W",145,85,181,115,70,74,106,105,870
"YOR108W",1501,927,669,466,2923,2142,493,316,1755
"YOR109W",2969,2012,1630,1347,4138,4063,1255,1204,3264
"YOR110W",427,357,256,242,1467,1496,407,590,1248
"YOR111W",271,222,204,178,452,461,240,232,639
"YOR112W",973,695,457,434,2042,1999,603,608,2226
"YOR113W",854,593,433,414,1660,1730,373,436,2685
"YOR114W",198,150,118,96,377,335,189,231,825
"YOR117W",2171,1769,912,699,8254,7798,1410,1352,1245
"YOR118W",647,446,383,268,631,553,274,279,1644
"YOR120W",2328,1995,2499,2964,10161,12388,5132,7900,879
"YOR127W",1234,892,612,560,1289,1128,195,166,2964
"YOR132W",815,619,517,556,2229,2234,1034,1198,1596
"YOR133W",44324,25672,20171,15104,134739,104917,30379,19635,2469
"YOR136W",6638,4895,3472,3299,24793,25685,7831,8971,1050
"YOR140W",710,496,364,281,703,701,218,160,2241
"YOR142W",2011,1410,1331,901,8408,8601,2972,2883,930
"YOR146W",0,1,0,0,1,1,1,1,246
"YOR147W",929,680,745,492,575,639,301,390,1809
"YOR150W",607,487,360,229,1968,2011,592,574,432
"YOR153W",14919,10239,8815,7645,18230,17024,6413,5812,4476
"YOR154W",574,387,361,234,381,350,129,112,1704
"YOR158W",756,622,363,282,2624,2678,403,370,897
"YOR160W",1644,1023,1014,906,1728,1839,782,785,2859
"YOR163W",478,346,254,253,1826,1754,733,675,507
"YOR165W",1667,1184,961,562,3705,3236,750,609,2271
"YOR168W",5129,3501,3170,2431,14520,12666,3906,3712,2370
"YOR172W",917,713,430,377,446,449,127,131,2301
"YOR173W",1606,1540,1587,2266,4775,6130,2292,3483,1002
"YOR174W",394,306,188,164,502,472,144,190,795
"YOR176W",1453,942,531,461,3619,3630,700,915,1122
"YOR181W",591,438,355,326,2301,1903,558,663,1842
"YOR184W",2199,1510,1300,827,6032,5368,1952,1579,1128
"YOR186W",90,50,82,62,56,60,43,98,375
"YOR187W",3870,2800,1245,939,12310,10954,1631,1611,1254
